date,opening_cash,external_inflows,external_outflows,trading_cash_flow,income,fees,financing_costs,internal_transfers,other_cash_flow,net_cash_movement,closing_cash,balance_confidence,cash_position_type
2021-12-20,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-21,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-22,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-23,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-24,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-25,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-26,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-27,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-28,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-29,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-30,19165.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19165.50,derived,verified_account_balance
2021-12-31,19165.50,0.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,-250.00,18915.50,derived,verified_account_balance
